customer_id,account_creation_date,subscription_tier,monthly_recurring_revenue_usd,company_size,industry,active_users,crm_contacts_count,email_marketing_usage_pct,marketing_automation_usage_pct,sales_pipeline_usage_pct,reporting_analytics_usage_pct,integration_count,support_tickets_90days,onboarding_completed,csm_assigned,days_since_last_login,nps_score,contract_length_months,customer_churned
HS001762,2022-12-08,Enterprise,8325.19,201-500,Marketing & Advertising,31,35438,86.9,81.6,94.2,83.4,9,2,Yes,Yes,1,9,24,No
HS003065,2022-12-08,Starter,195.42,1-10,Healthcare,2,566,59.2,14.4,39.4,7.2,3,3,No,No,6,7,1,Yes
HS008024,2022-12-08,Professional,1689.27,51-200,Marketing & Advertising,9,2169,38.9,19.6,57.9,33.9,2,2,Yes,Yes,17,6,12,No
HS000898,2022-12-08,Starter,125.35,1-10,Marketing & Advertising,1,150,51.5,12.9,53.7,22.1,2,1,Yes,No,12,5,1,Yes
HS008108,2022-12-08,Enterprise,11086.52,501-1000,Healthcare,32,52065,90.0,40.7,81.3,83.5,6,0,Yes,Yes,1,9,24,No
HS008622,2022-12-08,Professional,1892.39,11-50,Professional Services,6,1386,49.1,32.0,43.7,48.6,2,5,No,No,6,5,12,No
HS001594,2022-12-09,Enterprise,9221.26,501-1000,Professional Services,29,31859,54.7,60.3,80.7,54.8,10,0,Yes,Yes,2,9,12,No
HS004742,2022-12-09,Starter,133.48,1-10,Professional Services,3,609,17.3,28.4,27.0,31.3,2,11,No,No,9,1,1,Yes
HS005381,2022-12-09,Professional,2475.85,201-500,Marketing & Advertising,18,4266,43.7,18.9,49.4,32.8,2,4,Yes,No,12,6,24,No
HS002413,2022-12-09,Starter,93.67,11-50,Professional Services,8,1840,20.2,8.6,53.1,12.2,1,13,Yes,No,19,2,1,Yes
HS009507,2022-12-09,Professional,2117.05,51-200,Healthcare,24,2208,46.4,36.4,60.8,29.2,6,5,Yes,No,5,6,1,No
HS002593,2022-12-09,Starter,105.77,11-50,Financial Services,10,950,41.9,15.7,39.8,30.4,1,2,Yes,No,21,6,1,Yes
HS009516,2022-12-09,Professional,1741.15,51-200,Marketing & Advertising,24,8208,63.0,24.4,70.9,40.4,2,2,Yes,No,6,5,12,No
HS005401,2022-12-09,Professional,1798.93,11-50,Marketing & Advertising,6,2652,55.5,20.1,68.7,23.8,6,4,Yes,Yes,8,6,12,No
HS008802,2022-12-09,Professional,2095.79,11-50,E-commerce,6,438,78.5,57.2,52.1,43.9,6,1,Yes,No,9,8,12,No
HS009535,2022-12-09,Professional,930.25,11-50,Professional Services,8,2528,76.6,16.8,77.9,24.0,7,2,No,No,6,6,24,No
HS006445,2022-12-10,Enterprise,6306.43,501-1000,E-commerce,41,19689,64.2,78.3,68.9,68.2,7,4,Yes,Yes,5,9,12,No
HS009025,2022-12-10,Enterprise,8472.77,1000+,Professional Services,57,29176,52.6,61.5,80.4,86.1,13,4,Yes,Yes,1,10,12,No
HS008021,2022-12-10,Enterprise,3842.66,201-500,Professional Services,30,44872,69.5,53.1,81.9,88.7,6,3,Yes,Yes,2,9,36,No
HS008572,2022-12-10,Professional,2204.1,51-200,Professional Services,24,5904,47.3,36.1,73.2,49.5,2,2,No,Yes,6,8,12,No
HS005689,2022-12-10,Starter,161.96,11-50,Financial Services,11,4961,53.0,1.8,60.6,27.2,2,7,Yes,No,28,7,1,No
HS002198,2022-12-10,Starter,139.43,11-50,Marketing & Advertising,3,1449,36.4,21.8,56.3,18.7,0,1,Yes,No,15,6,12,No
HS000010,2022-12-10,Starter,165.52,1-10,Marketing & Advertising,4,1036,53.6,25.3,20.7,7.8,0,9,Yes,No,27,3,12,No
HS005159,2022-12-10,Enterprise,6061.03,501-1000,Manufacturing,36,20530,84.4,75.5,83.8,69.0,13,3,Yes,Yes,1,9,12,No
HS004758,2022-12-10,Starter,70.77,11-50,E-commerce,11,5104,38.6,27.3,41.2,25.4,0,3,Yes,No,29,5,1,Yes
HS006912,2022-12-10,Starter,87.73,1-10,Technology,3,1128,29.1,10.8,54.1,34.3,1,6,Yes,No,15,6,12,No
HS004766,2022-12-11,Starter,199.61,51-200,Healthcare,21,5460,38.8,15.2,50.5,7.4,1,10,Yes,No,21,2,12,Yes
HS004001,2022-12-11,Starter,87.48,11-50,Marketing & Advertising,4,780,24.2,18.0,61.5,14.1,3,14,Yes,No,10,6,1,Yes
HS004776,2022-12-11,Professional,2053.21,11-50,Professional Services,11,3047,70.6,55.6,67.1,26.9,5,6,Yes,Yes,5,8,1,No
HS001541,2022-12-11,Starter,61.29,1-10,Real Estate,2,348,14.4,25.2,35.9,20.1,2,13,Yes,No,19,0,1,No
HS003799,2022-12-11,Professional,1356.81,51-200,Technology,12,4896,55.2,43.6,68.7,40.5,6,5,No,Yes,2,7,1,No
HS008075,2022-12-11,Starter,101.75,1-10,Professional Services,2,650,51.3,28.2,49.2,29.7,1,1,No,No,7,6,12,Yes
HS001817,2022-12-11,Professional,2198.52,11-50,Professional Services,4,1936,49.7,56.8,52.4,56.1,5,1,Yes,No,7,7,1,No
HS008068,2022-12-11,Professional,1526.55,201-500,Education,25,10175,70.6,59.7,44.9,55.4,3,4,Yes,Yes,2,8,1,No
HS008214,2022-12-11,Starter,87.84,1-10,E-commerce,3,948,50.6,23.7,55.5,9.6,0,1,Yes,No,21,6,1,Yes
HS006752,2022-12-11,Professional,1408.23,51-200,E-commerce,16,7552,56.8,56.9,47.7,58.0,4,1,Yes,No,7,9,1,No
HS000834,2022-12-12,Starter,128.01,11-50,E-commerce,4,1960,34.0,7.7,21.3,24.5,3,9,Yes,No,7,4,1,No
HS000638,2022-12-12,Enterprise,9683.52,1000+,Technology,73,92675,58.0,45.1,76.2,78.9,7,0,Yes,Yes,7,9,24,No
HS007496,2022-12-12,Professional,1911.14,201-500,Technology,17,3774,34.1,48.5,42.2,41.5,6,2,Yes,Yes,4,5,1,No
HS000184,2022-12-12,Starter,98.95,1-10,Technology,4,1704,16.9,12.0,56.1,33.5,1,13,Yes,No,27,5,1,Yes
HS002436,2022-12-13,Professional,1572.25,11-50,Financial Services,7,826,52.5,24.0,72.0,20.0,6,3,Yes,Yes,7,5,1,No
HS004734,2022-12-13,Professional,2095.43,11-50,E-commerce,8,824,72.0,30.0,60.1,38.9,5,2,No,Yes,6,8,1,No
HS008813,2022-12-13,Professional,825.89,51-200,Marketing & Advertising,16,5872,30.7,53.5,74.2,46.8,4,7,No,No,4,9,12,No
HS009010,2022-12-13,Starter,110.79,11-50,Healthcare,4,1516,41.1,9.4,49.1,13.1,1,3,No,No,10,6,1,Yes
HS000877,2022-12-13,Starter,172.51,1-10,E-commerce,2,404,56.2,13.8,24.1,13.7,2,6,Yes,No,28,2,1,No
HS006688,2022-12-14,Starter,49.33,1-10,Technology,1,154,20.3,25.8,35.4,24.3,2,9,Yes,No,28,4,1,Yes
HS008959,2022-12-14,Enterprise,5309.69,501-1000,Professional Services,27,19467,61.4,62.3,93.8,56.3,10,0,Yes,Yes,7,7,24,No
HS000477,2022-12-14,Professional,997.72,11-50,Technology,7,595,43.0,47.9,45.2,31.4,6,3,Yes,Yes,8,6,1,No
HS008873,2022-12-14,Professional,1499.03,201-500,Education,19,8588,66.5,37.6,65.1,30.2,3,4,Yes,No,5,7,12,No
HS008870,2022-12-14,Professional,2616.56,51-200,Education,8,3048,79.8,34.9,73.1,21.1,2,7,Yes,No,9,8,1,Yes
HS001732,2022-12-14,Professional,1612.54,51-200,Professional Services,16,4704,49.3,56.9,64.0,41.5,4,1,Yes,No,5,9,1,No
HS003513,2022-12-14,Professional,2961.1,11-50,Marketing & Advertising,9,1665,30.8,18.5,78.8,53.8,4,7,Yes,Yes,8,5,12,No
HS004503,2022-12-14,Starter,146.83,11-50,Professional Services,7,609,13.4,17.0,35.8,24.2,2,3,Yes,No,8,4,1,Yes
HS004614,2022-12-14,Professional,1572.51,51-200,Marketing & Advertising,11,2706,73.4,55.3,51.2,40.7,6,1,Yes,Yes,7,7,12,No
HS009320,2022-12-14,Starter,148.36,1-10,Professional Services,2,552,31.3,30.0,62.1,22.3,0,1,No,No,19,6,1,No
HS002429,2022-12-14,Professional,952.76,51-200,Education,22,6182,34.2,32.8,57.6,42.1,3,5,Yes,No,9,6,12,Yes
HS007423,2022-12-15,Starter,57.21,1-10,Marketing & Advertising,2,426,20.2,0.7,62.6,26.0,0,6,No,No,8,5,1,Yes
HS003831,2022-12-15,Starter,189.98,11-50,Education,11,4686,12.4,4.2,24.7,30.4,2,12,No,No,86,4,1,Yes
HS005883,2022-12-15,Professional,2576.68,201-500,Technology,25,6650,30.7,19.1,58.0,44.1,5,2,Yes,No,26,5,12,No
HS008388,2022-12-15,Starter,170.76,1-10,Real Estate,2,310,20.7,16.9,25.3,17.2,1,11,Yes,No,29,0,1,Yes
HS001319,2022-12-15,Professional,2039.16,11-50,E-commerce,8,1472,37.4,26.6,53.2,32.1,6,1,No,No,19,5,12,Yes
HS002980,2022-12-15,Enterprise,10797.86,1000+,Education,48,113471,94.1,49.1,60.9,56.7,9,3,No,Yes,4,9,12,No
HS001205,2022-12-15,Professional,3129.56,11-50,Marketing & Advertising,6,966,41.1,28.1,70.8,54.8,3,2,Yes,No,4,7,1,No
HS008658,2022-12-15,Professional,1392.77,51-200,Technology,20,4140,58.8,25.8,43.5,56.5,6,6,Yes,No,1,6,12,No
HS000647,2022-12-16,Starter,161.57,1-10,Healthcare,2,768,36.9,20.8,22.7,22.2,2,3,No,No,5,2,12,Yes
HS007242,2022-12-16,Professional,2381.35,201-500,Professional Services,17,1343,65.3,55.5,41.1,30.9,4,3,Yes,Yes,9,6,24,No
HS001626,2022-12-16,Professional,1618.51,11-50,E-commerce,3,477,40.2,46.4,48.2,31.2,7,5,No,No,1,5,12,Yes
HS004132,2022-12-16,Professional,2211.45,51-200,Financial Services,11,2816,48.9,50.8,66.9,57.2,2,5,Yes,Yes,9,7,12,No
HS000708,2022-12-16,Enterprise,6190.47,201-500,E-commerce,18,9727,77.0,82.5,90.9,73.2,7,1,Yes,Yes,2,10,24,No
HS001930,2022-12-16,Enterprise,9462.86,1000+,Education,98,129929,76.9,59.2,93.9,83.6,11,3,No,Yes,1,9,36,No
HS007998,2022-12-16,Enterprise,10628.84,201-500,Healthcare,30,51716,84.6,52.3,60.6,68.0,11,4,Yes,Yes,4,7,24,No
HS005865,2022-12-16,Professional,2236.41,11-50,Technology,4,1200,38.4,20.0,84.2,42.7,5,7,No,Yes,4,6,12,No
HS009581,2022-12-16,Enterprise,4256.3,201-500,Healthcare,24,4659,75.1,61.5,82.6,63.7,6,2,Yes,Yes,1,10,12,No
HS006304,2022-12-17,Professional,2249.6,51-200,Technology,22,2420,41.0,29.7,70.1,56.9,3,3,Yes,Yes,5,7,1,No
HS003608,2022-12-17,Enterprise,5962.74,1000+,Professional Services,97,131367,81.0,58.0,72.5,89.4,11,2,Yes,Yes,2,10,24,No
HS003964,2022-12-17,Enterprise,10545.1,501-1000,E-commerce,51,46879,70.4,75.4,61.5,70.1,12,4,Yes,Yes,2,9,12,No
HS007565,2022-12-17,Enterprise,5596.83,1000+,Financial Services,65,31979,86.2,75.8,61.8,59.8,11,0,Yes,Yes,1,10,24,No
HS001956,2022-12-17,Starter,74.98,11-50,Real Estate,4,872,18.8,26.9,48.5,23.6,2,9,Yes,No,16,4,1,Yes
HS009781,2022-12-17,Starter,106.81,1-10,Manufacturing,2,728,42.8,28.6,27.4,10.1,2,8,No,No,8,2,1,Yes
HS009510,2022-12-17,Starter,124.93,11-50,Healthcare,5,1600,30.1,1.9,31.0,28.7,1,3,No,No,6,2,12,No
HS005882,2022-12-17,Starter,99.62,1-10,Marketing & Advertising,2,428,29.5,10.4,26.4,24.9,0,9,Yes,No,19,1,1,No
HS007358,2022-12-18,Starter,99.11,1-10,Professional Services,1,328,27.9,24.1,44.9,27.6,2,6,Yes,No,21,6,1,No
HS004927,2022-12-18,Starter,111.68,1-10,Healthcare,1,499,59.2,11.6,26.9,10.7,3,9,No,No,27,1,1,Yes
HS006171,2022-12-18,Starter,122.88,51-200,Technology,17,2023,42.3,24.1,47.9,24.8,1,6,Yes,No,21,5,1,Yes
HS005369,2022-12-18,Starter,109.11,1-10,Technology,2,490,47.4,29.8,60.9,17.5,2,2,No,No,21,5,1,No
HS008775,2022-12-19,Starter,54.58,1-10,Marketing & Advertising,1,397,21.4,0.4,45.6,8.9,2,5,Yes,No,63,6,1,Yes
HS007571,2022-12-19,Professional,1313.81,201-500,Healthcare,22,10032,64.6,24.6,76.9,49.4,2,4,Yes,Yes,6,7,12,No
HS002282,2022-12-19,Starter,57.62,1-10,Financial Services,1,213,37.7,4.3,43.2,20.2,3,10,Yes,No,28,2,1,Yes
HS009236,2022-12-19,Enterprise,8675.45,201-500,Technology,33,14864,53.8,82.8,92.7,86.8,11,1,Yes,Yes,0,10,12,No
HS009238,2022-12-19,Professional,1718.65,11-50,Manufacturing,4,1364,73.1,36.6,50.1,46.6,3,6,Yes,No,9,8,1,No
HS001690,2022-12-19,Professional,1591.15,11-50,Technology,5,1215,61.9,36.5,55.5,35.5,3,2,Yes,No,6,6,1,No
HS006980,2022-12-19,Starter,72.89,11-50,Marketing & Advertising,6,2652,18.2,14.3,25.4,20.4,1,10,Yes,No,18,1,1,Yes
HS005815,2022-12-19,Starter,143.94,1-10,Real Estate,3,321,58.6,8.1,25.2,26.3,0,6,No,No,15,5,1,Yes
HS001213,2022-12-19,Enterprise,4827.7,501-1000,Marketing & Advertising,41,40676,87.6,71.6,65.0,87.7,9,2,Yes,Yes,2,9,24,No
HS005482,2022-12-19,Starter,197.1,1-10,Financial Services,1,493,14.5,26.6,41.5,20.2,2,9,No,No,9,1,1,No
HS001422,2022-12-19,Enterprise,7623.83,1000+,Technology,81,102528,50.2,80.7,81.0,88.9,6,3,Yes,Yes,1,10,36,No
HS003007,2022-12-20,Professional,912.22,51-200,E-commerce,12,4596,55.4,49.3,57.7,54.1,7,6,Yes,No,7,9,12,No
HS001713,2022-12-20,Professional,2051.93,51-200,Professional Services,20,6460,71.5,16.6,81.6,22.8,2,4,Yes,No,6,7,12,No
HS002750,2022-12-20,Professional,3131.58,51-200,Professional Services,11,3949,57.1,44.7,58.8,54.6,7,6,Yes,Yes,6,7,12,No
HS007205,2022-12-20,Professional,1663.38,51-200,Healthcare,10,2510,46.8,46.0,75.1,56.5,3,4,Yes,Yes,3,8,12,No
HS006749,2022-12-20,Enterprise,10930.94,201-500,Financial Services,19,2121,75.5,62.7,69.2,79.6,7,4,Yes,Yes,0,9,12,No
HS007483,2022-12-21,Starter,138.37,1-10,Healthcare,4,1420,48.4,23.7,50.0,9.1,2,6,Yes,No,7,7,12,No
HS009808,2022-12-21,Enterprise,5144.48,201-500,Marketing & Advertising,30,12852,50.3,53.6,69.4,66.0,14,7,Yes,Yes,1,9,24,No
HS004096,2022-12-21,Enterprise,9974.94,201-500,Professional Services,28,41317,60.4,56.1,83.5,71.0,9,0,Yes,Yes,2,9,12,No
HS005796,2022-12-21,Enterprise,11242.92,501-1000,E-commerce,49,36848,74.8,49.3,91.2,85.6,11,4,Yes,Yes,0,9,36,No
HS009796,2022-12-21,Professional,2320.37,51-200,Professional Services,10,2190,31.1,55.4,68.1,32.4,3,3,Yes,No,9,5,1,No
HS006325,2022-12-22,Professional,2689.72,51-200,Professional Services,11,5478,31.6,46.5,67.6,59.2,2,2,No,Yes,6,8,12,No
HS007605,2022-12-22,Starter,60.65,1-10,Marketing & Advertising,1,465,23.4,29.8,35.7,24.4,0,11,No,No,26,2,1,Yes
HS000846,2022-12-22,Professional,1484.47,201-500,Marketing & Advertising,28,7000,57.5,15.2,54.1,44.2,6,5,Yes,Yes,9,7,12,No
HS007115,2022-12-22,Starter,144.89,51-200,Technology,11,3740,36.1,27.0,62.2,24.3,0,3,Yes,No,27,5,1,No
HS007233,2022-12-22,Professional,2491.81,11-50,Education,11,2519,40.8,16.9,71.9,37.1,4,1,No,No,9,5,12,No
HS006296,2022-12-22,Starter,177.62,1-10,Marketing & Advertising,1,303,40.5,18.8,25.6,9.2,2,6,No,No,23,4,1,No
HS008401,2022-12-22,Starter,172.54,11-50,E-commerce,11,2068,47.1,9.1,41.2,14.5,0,8,Yes,No,17,2,1,No
HS009616,2022-12-22,Professional,3137.75,51-200,Financial Services,20,5700,59.6,46.7,64.4,44.0,2,1,Yes,No,3,7,12,No
HS002820,2022-12-22,Professional,2911.66,51-200,Healthcare,17,7684,50.2,24.5,60.8,37.5,3,3,No,No,2,6,12,No
HS001219,2022-12-22,Starter,142.89,11-50,Professional Services,10,4170,55.9,22.5,21.0,24.4,1,1,Yes,No,6,6,1,No
HS001234,2022-12-22,Starter,192.12,11-50,Education,10,1840,34.1,9.7,37.7,32.5,0,14,Yes,No,6,3,1,Yes
HS002119,2022-12-22,Starter,102.7,11-50,E-commerce,10,3720,31.3,3.9,42.5,17.0,3,5,Yes,No,25,0,1,Yes
HS007009,2022-12-22,Professional,1842.44,11-50,Marketing & Advertising,8,472,66.1,29.0,55.5,57.1,7,6,No,No,8,7,12,No
HS000356,2022-12-23,Starter,194.35,51-200,E-commerce,15,2385,52.1,12.5,58.7,25.2,0,5,No,No,5,6,1,Yes
HS002939,2022-12-23,Enterprise,10072.61,1000+,Healthcare,52,19821,88.2,59.9,77.0,66.4,5,1,Yes,Yes,2,10,24,No
HS006869,2022-12-23,Professional,2384.95,51-200,Technology,22,5544,30.5,23.2,69.4,23.9,2,2,No,No,27,5,1,No
HS007723,2022-12-23,Starter,185.92,1-10,Marketing & Advertising,1,172,37.2,8.5,57.6,11.8,3,12,Yes,No,23,4,12,Yes
HS006763,2022-12-23,Starter,54.46,1-10,Financial Services,2,816,57.0,17.2,31.0,22.6,0,1,No,No,20,7,1,Yes
HS005276,2022-12-23,Professional,870.28,11-50,Professional Services,7,581,70.9,47.5,69.4,26.5,6,3,Yes,Yes,4,9,12,No
HS005479,2022-12-23,Professional,1521.01,201-500,Marketing & Advertising,28,9436,57.1,26.9,60.1,26.2,3,1,Yes,No,1,5,1,No
HS006067,2022-12-23,Professional,1228.1,51-200,Professional Services,14,6846,46.8,50.1,48.3,44.8,6,6,Yes,Yes,1,7,12,No
HS009875,2022-12-23,Professional,2690.83,11-50,E-commerce,8,3736,53.1,22.5,74.2,43.3,2,2,Yes,No,8,6,12,No
HS004512,2022-12-24,Enterprise,8017.3,501-1000,Healthcare,32,8813,57.6,46.0,67.4,77.9,14,4,Yes,Yes,3,7,24,No
HS000501,2022-12-24,Starter,160.43,11-50,Healthcare,10,1100,23.6,11.3,31.5,22.2,3,7,No,No,25,3,1,No
HS002705,2022-12-24,Professional,1551.36,11-50,Financial Services,11,2288,60.8,53.2,44.2,35.0,5,4,Yes,No,3,6,24,No
HS005955,2022-12-24,Professional,1532.63,11-50,Healthcare,3,348,79.4,49.7,63.0,32.2,2,4,Yes,Yes,2,9,12,No
HS007630,2022-12-25,Professional,865.12,51-200,Marketing & Advertising,13,1235,45.6,58.3,45.1,53.0,7,6,Yes,No,3,8,12,No
HS006933,2022-12-25,Starter,138.54,51-200,Technology,14,4424,31.3,2.4,34.3,34.7,2,9,Yes,No,9,5,1,Yes
HS007555,2022-12-25,Starter,61.54,1-10,Technology,4,1704,11.1,26.9,49.3,11.2,0,3,Yes,No,7,0,1,No
HS004477,2022-12-25,Starter,177.04,1-10,Professional Services,2,642,34.5,15.8,39.2,13.9,1,3,No,No,5,6,1,No
HS008141,2022-12-25,Enterprise,4849.72,201-500,Marketing & Advertising,18,3918,94.4,61.5,70.4,69.7,10,2,Yes,Yes,0,10,24,No
HS010000,2022-12-25,Enterprise,4431.94,501-1000,Healthcare,25,11342,56.9,69.6,72.7,70.0,10,1,Yes,Yes,3,9,36,No
HS002603,2022-12-25,Starter,160.0,11-50,Marketing & Advertising,7,840,57.6,21.7,49.1,32.8,3,6,Yes,No,4,5,1,No
HS004015,2022-12-26,Professional,2348.73,201-500,Marketing & Advertising,26,3354,33.0,16.5,61.1,29.7,7,6,Yes,No,14,5,12,No
HS009668,2022-12-26,Enterprise,7283.85,201-500,Education,23,6424,77.7,67.0,61.2,61.1,14,0,Yes,Yes,5,7,24,No
HS000621,2022-12-26,Starter,184.44,11-50,Marketing & Advertising,7,371,32.2,15.3,38.7,21.1,2,11,Yes,No,11,5,1,Yes
HS001935,2022-12-26,Starter,185.38,1-10,E-commerce,1,300,52.6,11.3,53.3,31.4,3,1,Yes,No,9,5,1,Yes
HS008663,2022-12-26,Starter,172.85,1-10,Healthcare,4,1784,29.4,5.9,27.0,14.9,1,5,No,No,69,3,12,Yes
HS009851,2022-12-26,Enterprise,11072.76,201-500,E-commerce,21,37849,56.1,40.2,60.8,89.6,9,1,Yes,Yes,7,9,24,No
HS003741,2022-12-26,Enterprise,8215.59,1000+,E-commerce,77,97189,71.6,82.4,81.2,76.9,14,1,Yes,Yes,0,9,12,No
HS001239,2022-12-26,Starter,138.08,11-50,Technology,10,950,59.4,23.2,59.2,21.2,3,4,Yes,No,7,5,1,No
HS002537,2022-12-26,Professional,2926.17,51-200,Marketing & Advertising,14,3444,68.2,16.4,74.7,56.9,7,3,No,Yes,1,9,24,No
HS001547,2022-12-27,Professional,2606.3,11-50,Professional Services,6,960,78.7,41.6,61.0,26.7,2,4,Yes,No,5,8,12,No
HS003192,2022-12-27,Starter,95.77,11-50,Financial Services,11,5192,35.2,8.5,37.3,31.8,3,12,Yes,No,9,3,1,Yes
HS001751,2022-12-27,Professional,2448.53,11-50,Professional Services,3,1464,32.3,50.2,57.0,50.4,6,3,No,Yes,3,7,1,No
HS002910,2022-12-27,Enterprise,6803.66,501-1000,Professional Services,33,67096,56.0,51.0,69.1,45.6,5,5,Yes,Yes,6,8,24,No
HS006104,2022-12-28,Starter,169.05,1-10,E-commerce,4,216,10.8,27.7,21.6,8.7,0,14,Yes,No,65,5,1,Yes
HS007489,2022-12-28,Professional,842.46,51-200,Financial Services,13,3991,30.1,45.7,65.3,23.4,3,7,No,No,6,5,1,No
HS002444,2022-12-28,Starter,105.41,11-50,Technology,6,1638,41.6,6.4,54.8,17.3,1,1,No,No,7,6,1,Yes
HS008454,2022-12-28,Starter,155.03,11-50,Technology,8,2440,42.3,15.2,44.6,31.4,3,3,Yes,No,25,6,1,No
HS002890,2022-12-28,Starter,172.65,1-10,E-commerce,4,604,34.1,5.9,36.3,9.9,3,13,No,No,8,5,1,Yes
HS002013,2022-12-28,Professional,2559.86,51-200,Education,15,6135,57.2,55.8,81.9,52.9,7,0,Yes,No,5,8,1,No
HS009822,2022-12-28,Enterprise,6170.03,1000+,Marketing & Advertising,92,88837,68.3,69.5,68.2,72.9,11,0,No,Yes,7,8,24,No
HS009443,2022-12-28,Starter,170.46,1-10,Marketing & Advertising,1,104,57.5,3.0,47.5,29.3,3,7,Yes,No,7,7,1,Yes
HS002956,2022-12-28,Professional,1056.06,51-200,Technology,8,984,61.4,18.7,74.5,26.3,6,1,No,Yes,7,6,12,No
HS000836,2022-12-29,Professional,2571.3,51-200,Professional Services,15,1080,41.1,23.8,58.0,28.3,3,1,Yes,No,5,7,1,No
HS001217,2022-12-29,Professional,2001.6,11-50,Technology,4,688,75.0,21.2,73.5,24.6,6,5,Yes,No,8,7,12,No
HS002563,2022-12-29,Enterprise,9325.67,1000+,Healthcare,45,11106,92.1,52.6,76.7,88.1,7,4,Yes,Yes,1,9,24,No
HS003419,2022-12-29,Starter,118.3,11-50,Professional Services,6,1398,12.3,0.7,21.9,12.8,3,6,No,No,31,4,1,Yes
HS006772,2022-12-29,Professional,3021.56,51-200,Technology,21,6405,53.3,27.6,73.5,51.2,4,5,Yes,No,2,9,12,No
HS004093,2022-12-29,Professional,1656.6,11-50,Professional Services,3,957,43.8,30.4,79.9,39.3,4,5,Yes,Yes,4,6,12,No
HS001232,2022-12-29,Professional,3034.33,51-200,Technology,11,1199,71.0,37.5,61.4,38.9,2,6,Yes,No,4,8,12,No
HS000674,2022-12-29,Professional,1797.75,51-200,Marketing & Advertising,14,6692,32.7,25.0,69.2,55.6,7,6,No,No,2,7,12,No
HS003315,2022-12-29,Starter,83.52,1-10,Professional Services,4,680,44.6,0.1,62.9,12.3,3,3,Yes,No,5,0,1,No
HS004343,2022-12-29,Professional,2709.34,11-50,Technology,9,2250,58.5,48.0,42.7,33.8,6,2,Yes,No,1,5,12,Yes
HS005019,2022-12-29,Starter,127.76,11-50,Financial Services,4,1308,29.9,11.9,56.8,22.2,3,2,Yes,No,14,7,1,No
HS009086,2022-12-29,Starter,55.07,1-10,Healthcare,4,364,28.3,29.1,47.5,34.7,3,4,Yes,No,19,6,1,Yes
HS007006,2022-12-29,Professional,1935.17,51-200,Marketing & Advertising,24,2424,65.3,20.0,63.3,49.6,5,2,No,Yes,6,6,12,Yes
HS008324,2022-12-30,Starter,60.94,1-10,Professional Services,4,980,59.4,3.6,27.3,32.9,3,7,Yes,No,28,6,1,No
HS009258,2022-12-30,Enterprise,8723.8,501-1000,Marketing & Advertising,29,26213,84.8,45.1,87.8,49.6,13,2,Yes,Yes,6,7,24,No
HS007451,2022-12-30,Professional,911.41,51-200,Healthcare,24,9528,56.2,19.3,73.1,53.9,5,3,Yes,Yes,6,8,1,No
HS003727,2022-12-30,Starter,100.72,51-200,Technology,8,1304,41.1,15.8,63.2,27.2,0,1,Yes,No,5,5,1,Yes
HS007810,2022-12-30,Starter,46.75,1-10,Technology,1,176,19.6,16.1,44.1,16.7,1,12,Yes,No,21,1,1,Yes
HS001596,2022-12-30,Professional,2474.73,11-50,Healthcare,5,1335,79.8,58.8,46.6,59.2,6,4,Yes,No,6,8,12,No
HS001104,2022-12-30,Starter,138.45,1-10,Healthcare,3,312,49.6,2.5,41.3,30.3,1,4,No,No,11,5,1,No
HS001735,2022-12-30,Enterprise,9802.77,1000+,Financial Services,78,18272,85.1,53.4,79.4,75.5,6,3,Yes,Yes,1,9,24,No
HS004585,2022-12-30,Starter,175.88,11-50,E-commerce,10,770,42.3,10.8,33.8,28.6,3,12,Yes,No,7,5,1,Yes
HS005300,2022-12-30,Starter,151.05,11-50,Financial Services,10,4080,13.0,13.4,27.0,9.2,0,9,Yes,No,35,2,1,Yes
HS002591,2022-12-31,Professional,3009.47,51-200,Professional Services,8,1048,64.6,39.9,84.1,58.1,7,2,Yes,No,6,7,1,No
HS001244,2022-12-31,Professional,2882.79,11-50,Professional Services,10,2430,79.0,40.3,78.4,37.2,5,4,No,No,8,8,1,Yes
HS001039,2022-12-31,Professional,2828.93,11-50,Technology,4,304,57.2,35.4,64.2,27.5,4,7,Yes,No,9,6,1,Yes
HS007569,2022-12-31,Professional,1774.62,51-200,Marketing & Advertising,20,4700,43.0,54.1,58.2,57.9,6,4,Yes,No,3,9,12,No
HS007652,2022-12-31,Professional,888.4,11-50,Professional Services,5,1835,40.6,43.5,78.8,34.7,7,2,No,No,3,6,24,Yes
HS007559,2022-12-31,Enterprise,5362.95,201-500,Healthcare,34,7831,82.2,59.9,65.3,49.8,8,0,Yes,Yes,5,8,12,No
HS008715,2022-12-31,Starter,49.72,1-10,Technology,1,86,44.9,22.5,32.4,21.8,1,6,No,No,26,6,1,Yes
HS003606,2022-12-31,Enterprise,7995.28,501-1000,Technology,28,38998,71.0,83.6,93.0,45.6,9,2,Yes,Yes,1,10,36,No
HS000665,2022-12-31,Starter,148.69,11-50,Professional Services,4,220,36.4,24.8,28.6,31.2,0,4,No,No,23,5,1,Yes
HS009679,2022-12-31,Professional,805.22,51-200,Professional Services,14,1274,50.3,24.2,79.8,22.2,3,7,Yes,Yes,9,6,1,No
HS002652,2022-12-31,Starter,70.2,11-50,Marketing & Advertising,4,1988,21.2,10.2,38.0,26.2,3,10,No,No,6,5,1,Yes
